iter	Passed	Remaining
1796	2567	290
1797	2569	288
1798	2570	287
1799	2571	285
1800	2573	284
1801	2574	282
1802	2576	281
1803	2577	280
1804	2578	278
1805	2580	277
1806	2581	275
1807	2583	274
1808	2584	272
1809	2585	271
1810	2587	269
1811	2588	268
1812	2589	267
1813	2591	265
1814	2592	264
1815	2594	262
1816	2595	261
1817	2597	260
1818	2598	258
1819	2600	257
1820	2601	255
1821	2602	254
1822	2604	252
1823	2605	251
1824	2606	249
1825	2608	248
1826	2609	247
1827	2611	245
1828	2612	244
1829	2614	242
1830	2615	241
1831	2617	239
1832	2618	238
1833	2619	237
1834	2621	235
1835	2622	234
1836	2623	232
1837	2625	231
1838	2626	229
1839	2628	228
1840	2629	227
1841	2630	225
1842	2632	224
1843	2633	222
1844	2634	221
1845	2636	219
1846	2637	218
1847	2639	217
1848	2640	215
1849	2641	214
1850	2643	212
1851	2644	211
1852	2646	209
1853	2647	208
1854	2648	207
1855	2650	205
1856	2651	204
1857	2652	202
1858	2653	201
1859	2655	199
1860	2656	198
1861	2657	196
1862	2659	195
1863	2660	194
1864	2661	192
1865	2663	191
1866	2664	189
1867	2665	188
1868	2667	186
1869	2668	185
1870	2669	184
1871	2671	182
1872	2672	181
1873	2674	179
1874	2675	178
1875	2676	176
1876	2678	175
1877	2679	174
1878	2680	172
1879	2682	171
1880	2683	169
1881	2685	168
1882	2686	166
1883	2688	165
1884	2689	164
1885	2690	162
1886	2692	161
1887	2693	159
1888	2694	158
1889	2696	156
1890	2697	155
1891	2698	154
1892	2700	152
1893	2701	151
1894	2703	149
1895	2704	148
1896	2705	146
1897	2707	145
1898	2708	144
1899	2709	142
1900	2711	141
1901	2712	139
1902	2713	138
1903	2715	136
1904	2716	135
1905	2717	134
1906	2719	132
1907	2720	131
1908	2721	129
1909	2723	128
1910	2724	126
1911	2725	125
1912	2727	124
1913	2728	122
1914	2730	121
1915	2731	119
1916	2733	118
1917	2734	116
1918	2735	115
1919	2736	114
1920	2738	112
1921	2739	111
1922	2740	109
1923	2742	108
1924	2743	106
1925	2744	105
1926	2746	104
1927	2747	102
1928	2748	101
1929	2750	99
1930	2751	98
1931	2752	96
1932	2754	95
1933	2755	94
1934	2756	92
1935	2758	91
1936	2759	89
1937	2760	88
1938	2762	86
1939	2763	85
1940	2764	84
1941	2766	82
1942	2767	81
1943	2769	79
1944	2770	78
1945	2771	76
1946	2773	75
1947	2774	74
1948	2776	72
1949	2777	71
1950	2778	69
1951	2780	68
1952	2781	66
1953	2782	65
1954	2784	64
1955	2785	62
1956	2786	61
1957	2788	59
1958	2789	58
1959	2791	56
1960	2792	55
1961	2794	54
1962	2795	52
1963	2797	51
1964	2798	49
1965	2799	48
1966	2801	46
1967	2802	45
1968	2803	44
1969	2805	42
1970	2806	41
1971	2808	39
1972	2809	38
1973	2810	37
1974	2812	35
1975	2813	34
1976	2814	32
1977	2816	31
1978	2817	29
1979	2818	28
1980	2820	27
1981	2821	25
1982	2823	24
1983	2824	22
1984	2825	21
1985	2827	19
1986	2828	18
1987	2829	17
1988	2831	15
1989	2832	14
1990	2833	12
1991	2835	11
1992	2836	9
1993	2838	8
1994	2839	7
1995	2841	5
1996	2842	4
1997	2843	2
1998	2844	1
1999	2846	0
