iter	RMSE
1508	0.08254165168
1509	0.08252153123
1510	0.08249174832
1511	0.08248577505
1512	0.08247210679
1513	0.08244790463
1514	0.08242394532
1515	0.08239827894
1516	0.08239360376
1517	0.08236642902
1518	0.08231937243
1519	0.08230639638
1520	0.0822750407
1521	0.08223317235
1522	0.08220858642
1523	0.08218340287
1524	0.08216014257
1525	0.0821325052
1526	0.08210270841
1527	0.08209559223
1528	0.08206477365
1529	0.0820436131
1530	0.08202506114
1531	0.08200755813
1532	0.08200231421
1533	0.08197227842
1534	0.08194824202
1535	0.0819363776
1536	0.08190481419
1537	0.08189966299
1538	0.08188128591
1539	0.08185755813
1540	0.08185242909
1541	0.08183614385
1542	0.08180482772
1543	0.08179896862
1544	0.0817702728
1545	0.08174604635
1546	0.08173338525
1547	0.08172933157
1548	0.08171466328
1549	0.08170303358
1550	0.08168746864
1551	0.0816831021
1552	0.0816682383
1553	0.08164592389
1554	0.08162813155
1555	0.08160140892
1556	0.08157209698
1557	0.08155674852
1558	0.08154960151
1559	0.0815307216
1560	0.08150247151
1561	0.08149722211
1562	0.08148032806
1563	0.08146709646
1564	0.08144166872
1565	0.08140594879
1566	0.08138923277
1567	0.08136347867
1568	0.08135857961
1569	0.08134754668
1570	0.08134280111
1571	0.08133724828
1572	0.08130793986
1573	0.08128956362
1574	0.08126419355
1575	0.08126129954
1576	0.08125375841
1577	0.08123566138
1578	0.08122355508
1579	0.08120718347
1580	0.08117746417
1581	0.08117230809
1582	0.08115507953
1583	0.08114030022
1584	0.08111646863
1585	0.08109068554
1586	0.08106426996
1587	0.08105195875
1588	0.08103436352
1589	0.08101199973
1590	0.08098063135
1591	0.08095208666
1592	0.08092995152
1593	0.08089553465
1594	0.08087205729
1595	0.08086025989
1596	0.08083740271
1597	0.08081932036
1598	0.08080717388
1599	0.0807925935
1600	0.08076747928
1601	0.08075588827
1602	0.08074050617
1603	0.08073515492
1604	0.08072784497
1605	0.08070151214
1606	0.08069429144
1607	0.08067230328
1608	0.08065303161
1609	0.08063121951
1610	0.08061939926
1611	0.08060059676
1612	0.08058923819
1613	0.08057337825
1614	0.0805503051
1615	0.08052867023
1616	0.08051107249
1617	0.08048641113
1618	0.08048183315
1619	0.08047014097
1620	0.08045718472
1621	0.08043796402
1622	0.0804169933
1623	0.08039199344
1624	0.08037773571
1625	0.0803604217
1626	0.08034014522
1627	0.08031800588
1628	0.08029919842
1629	0.08027508428
1630	0.08027020344
1631	0.08026323429
1632	0.08023816289
1633	0.08022638833
1634	0.08020529189
1635	0.08020051198
1636	0.08018900156
1637	0.08017793562
1638	0.08014697719
1639	0.08013487886
1640	0.08011108954
1641	0.08008872771
1642	0.08007712151
1643	0.08005154536
1644	0.08004651484
1645	0.08002678977
1646	0.07999640967
1647	0.07997105321
1648	0.07996031449
1649	0.07994939138
1650	0.07992662869
1651	0.07991639055
1652	0.07990521427
1653	0.07986172159
1654	0.07982851589
1655	0.07980766546
1656	0.07979747771
1657	0.07976469139
1658	0.07974103018
1659	0.07973643231
1660	0.07971363466
1661	0.079696302
1662	0.07967032777
1663	0.07964583874
1664	0.07962472774
1665	0.07960426219
1666	0.07958287041
1667	0.0795619926
1668	0.07954240169
1669	0.07952606095
1670	0.07950608437
1671	0.07949169687
1672	0.0794674191
1673	0.07945257122
1674	0.07944779316
1675	0.07944271323
1676	0.07942841734
1677	0.07940468417
1678	0.07938093394
1679	0.07937169747
1680	0.07934917053
1681	0.0793259723
1682	0.07930507796
1683	0.07928936454
1684	0.07926578135
1685	0.07924880209
1686	0.07922254384
1687	0.07920257294
1688	0.07919584761
1689	0.07917609102
1690	0.07916487896
1691	0.07915415689
1692	0.07913544499
1693	0.07911507475
1694	0.07909017872
1695	0.07906701836
1696	0.07905569206
1697	0.07904087078
1698	0.07903024159
1699	0.07901751544
1700	0.0789877951
1701	0.0789667179
1702	0.078951011
1703	0.07893067258
1704	0.07890431673
1705	0.07888341424
1706	0.07886968507
1707	0.07886534074
1708	0.0788511051
1709	0.07882936719
1710	0.07880546377
1711	0.07878262496
1712	0.07876505303
1713	0.07874740524
1714	0.07873386049
1715	0.0787197623
1716	0.07870036278
1717	0.0786834593
1718	0.07865531457
1719	0.07863633098
1720	0.07862430972
1721	0.07860557692
1722	0.07859039549
1723	0.07856663536
1724	0.07854600619
1725	0.07854123829
1726	0.07852481125
1727	0.0785060648
1728	0.07847956229
1729	0.07845610381
1730	0.07843293199
1731	0.07841665943
1732	0.07840561269
1733	0.07838537013
1734	0.07835631512
1735	0.0783373722
1736	0.07831625879
1737	0.07829169327
1738	0.07828712752
1739	0.07826613707
1740	0.07825535169
1741	0.07823998807
1742	0.07823550865
1743	0.07823103451
1744	0.07821212851
1745	0.0781980828
1746	0.07817550984
1747	0.07815576477
1748	0.07813858715
1749	0.07812356073
1750	0.0780978731
1751	0.0780704526
1752	0.07805121168
1753	0.07803427425
1754	0.07802953165
1755	0.07798769007
1756	0.07796237029
1757	0.07794340178
1758	0.07792158842
1759	0.07791688919
1760	0.07791240669
1761	0.07788880812
1762	0.0778611716
1763	0.07784691732
1764	0.07782862872
1765	0.07779758857
1766	0.07777876502
1767	0.07776369056
1768	0.0777458882
1769	0.07772258132
1770	0.07770818945
1771	0.07769005854
1772	0.07767681839
1773	0.07765809797
1774	0.077645288
1775	0.07762730313
1776	0.07761497461
1777	0.07760169745
1778	0.0775874419
1779	0.07756262621
1780	0.07754356593
1781	0.07753045652
1782	0.07751042072
1783	0.07749833842
1784	0.07749408628
1785	0.07748315791
1786	0.07745266191
1787	0.07743141851
1788	0.07741107513
1789	0.07739275089
1790	0.07737059038
1791	0.0773511168
1792	0.07734714379
1793	0.0773296167
1794	0.07730685939
1795	0.07730428034
1796	0.07728864361
1797	0.07727446613
1798	0.07725084981
1799	0.07723701012
1800	0.07721513607
1801	0.0771967171
1802	0.07717758982
1803	0.07716019992
1804	0.07714270136
1805	0.07713842537
1806	0.07712852423
1807	0.07710690861
1808	0.07708097575
1809	0.07706065415
1810	0.07704222419
1811	0.07702227331
1812	0.07701036176
1813	0.0770060872
1814	0.0769867484
1815	0.07697296885
1816	0.07695491987
1817	0.07693574468
1818	0.07690985966
1819	0.07689799088
1820	0.07688505591
1821	0.0768634258
1822	0.07683890587
1823	0.07681847814
1824	0.07681428267
1825	0.07679646841
1826	0.07677463168
1827	0.07677048429
1828	0.07675633584
1829	0.07673491493
1830	0.07673057126
1831	0.07671153201
1832	0.07670743928
1833	0.0766929977
1834	0.07667768605
1835	0.07666485254
1836	0.07663964742
1837	0.07662350395
1838	0.0766209787
1839	0.0766032978
1840	0.07658876332
1841	0.07656549294
1842	0.07654665182
1843	0.07652843238
1844	0.07651115064
1845	0.0764854963
1846	0.07648121308
1847	0.0764767766
1848	0.07646163472
1849	0.07644306659
1850	0.07642824615
1851	0.07641688414
1852	0.07641437169
1853	0.07639520422
1854	0.07637965236
1855	0.07636617529
1856	0.07634039447
1857	0.07632713284
1858	0.07631165774
1859	0.0763062261
1860	0.07630232457
1861	0.07629984464
1862	0.07628459036
1863	0.07626917901
1864	0.07624196855
1865	0.07623950125
1866	0.07621924865
1867	0.07620937854
1868	0.07619186049
1869	0.07618940624
1870	0.07617208628
1871	0.0761564138
1872	0.0761382435
1873	0.07612484457
1874	0.076113092
1875	0.07609208687
1876	0.07607136108
1877	0.07605312437
1878	0.07603248858
1879	0.07601202816
1880	0.07600762759
1881	0.07598975757
1882	0.07596896203
1883	0.07595706944
1884	0.07594144338
1885	0.07592017721
1886	0.07589893153
1887	0.07589481983
1888	0.07585479505
1889	0.07583157955
1890	0.07580696601
1891	0.07579221332
1892	0.07578825149
1893	0.07577025734
1894	0.07574743292
1895	0.07573496936
1896	0.07571347982
1897	0.07570309526
1898	0.07569308009
1899	0.07567262093
1900	0.07565463528
1901	0.07563209784
1902	0.07562000411
1903	0.07560078272
1904	0.07559837058
1905	0.07558134015
1906	0.07556513747
1907	0.07556184746
1908	0.07554770104
1909	0.07553644986
1910	0.07553362334
1911	0.07551027224
1912	0.07549720849
1913	0.07548357506
1914	0.07546458559
1915	0.07544173669
1916	0.07541701369
1917	0.07539691776
1918	0.07537304024
1919	0.07537023933
1920	0.07534430928
1921	0.07532468349
1922	0.07531101935
1923	0.07530707528
1924	0.0753035228
1925	0.0752816863
1926	0.075279303
1927	0.07527485327
1928	0.07526260616
1929	0.07526023789
1930	0.07524437808
1931	0.07523472176
1932	0.07522041149
1933	0.07521092182
1934	0.07519766027
1935	0.07517145054
1936	0.07514593213
1937	0.07514358308
1938	0.07512835707
1939	0.07511155077
1940	0.07509500651
1941	0.07508996844
1942	0.0750722675
1943	0.07505804246
1944	0.07505567726
1945	0.07505072166
1946	0.07503396018
1947	0.07501776177
1948	0.07500510892
1949	0.07498785
1950	0.07496772143
1951	0.07494785676
1952	0.07493694645
1953	0.07491309702
1954	0.07489588529
1955	0.07488395716
1956	0.07486754668
1957	0.0748513196
1958	0.07483871797
1959	0.07483651348
1960	0.0748220979
1961	0.07480523454
1962	0.07478928113
1963	0.07477722832
1964	0.07476148046
1965	0.07474775266
1966	0.07473907461
1967	0.07472932783
1968	0.07470828284
1969	0.07470597841
1970	0.0746928593
1971	0.07467798949
1972	0.07467420104
1973	0.07467190792
1974	0.07465444975
1975	0.07464173941
1976	0.07462573803
1977	0.07460385288
1978	0.07459924813
1979	0.07459696804
1980	0.07459469929
1981	0.07457805753
1982	0.07456089473
1983	0.07454657765
1984	0.07454441639
1985	0.07452144541
1986	0.07450497589
1987	0.07449233695
1988	0.0744700534
1989	0.07444247071
1990	0.07443083856
1991	0.07441764102
1992	0.07440250439
1993	0.07437533261
1994	0.07436120737
1995	0.07434691447
1996	0.07433453379
1997	0.07433228322
1998	0.07431849192
1999	0.07429841832
